@RELATION BD_IMDB-BINARY_1
@ATTRIBUTE class {c1,c2}
@ATTRIBUTE p_0_x_1 NUMERIC
@ATTRIBUTE p_0_x_2 NUMERIC
@ATTRIBUTE p_0_x_3 NUMERIC
@ATTRIBUTE p_0_x_4 NUMERIC
@ATTRIBUTE p_0_x_5 NUMERIC
@ATTRIBUTE p_0_x_6 NUMERIC
@ATTRIBUTE p_0_x_7 NUMERIC
@ATTRIBUTE p_0_x_8 NUMERIC
@ATTRIBUTE p_0_x_9 NUMERIC
@ATTRIBUTE p_0_x_10 NUMERIC
@ATTRIBUTE p_0_x_11 NUMERIC
@ATTRIBUTE p_0_x_12 NUMERIC
@ATTRIBUTE p_0_x_13 NUMERIC
@ATTRIBUTE p_0_x_14 NUMERIC
@ATTRIBUTE p_0_x_15 NUMERIC
@ATTRIBUTE p_0_x_16 NUMERIC
@ATTRIBUTE p_0_x_17 NUMERIC
@ATTRIBUTE p_0_x_18 NUMERIC
@ATTRIBUTE p_0_x_19 NUMERIC
@ATTRIBUTE p_0_x_20 NUMERIC
@ATTRIBUTE p_0_x_21 NUMERIC
@ATTRIBUTE p_0_x_22 NUMERIC
@ATTRIBUTE p_0_x_23 NUMERIC
@ATTRIBUTE p_0_x_24 NUMERIC
@ATTRIBUTE p_0_x_25 NUMERIC
@ATTRIBUTE p_0_x_26 NUMERIC
@ATTRIBUTE p_0_x_27 NUMERIC
@ATTRIBUTE p_0_x_28 NUMERIC
@ATTRIBUTE p_0_x_29 NUMERIC
@ATTRIBUTE p_0_x_30 NUMERIC
@ATTRIBUTE p_0_x_31 NUMERIC
@ATTRIBUTE p_0_x_32 NUMERIC
@ATTRIBUTE p_0_x_33 NUMERIC
@ATTRIBUTE p_0_x_34 NUMERIC
@ATTRIBUTE p_0_x_35 NUMERIC
@ATTRIBUTE p_0_x_36 NUMERIC
@ATTRIBUTE p_0_x_37 NUMERIC
@ATTRIBUTE p_0_x_38 NUMERIC
@ATTRIBUTE p_0_x_39 NUMERIC
@ATTRIBUTE p_0_x_40 NUMERIC
@ATTRIBUTE p_0_x_41 NUMERIC
@ATTRIBUTE p_0_x_42 NUMERIC
@ATTRIBUTE p_0_x_43 NUMERIC
@ATTRIBUTE p_0_x_44 NUMERIC
@ATTRIBUTE p_0_x_45 NUMERIC
@ATTRIBUTE p_0_x_46 NUMERIC
@ATTRIBUTE p_0_x_47 NUMERIC
@ATTRIBUTE p_0_x_48 NUMERIC
@ATTRIBUTE p_0_x_49 NUMERIC
@ATTRIBUTE p_0_x_50 NUMERIC
@ATTRIBUTE p_0_x_51 NUMERIC
@ATTRIBUTE p_0_x_52 NUMERIC
@ATTRIBUTE p_0_x_53 NUMERIC
@ATTRIBUTE p_0_x_54 NUMERIC
@ATTRIBUTE p_0_x_55 NUMERIC
@ATTRIBUTE p_0_x_56 NUMERIC
@ATTRIBUTE p_0_x_57 NUMERIC
@ATTRIBUTE p_0_x_58 NUMERIC
@ATTRIBUTE p_0_x_59 NUMERIC
@ATTRIBUTE p_0_x_60 NUMERIC
@ATTRIBUTE p_0_x_61 NUMERIC
@ATTRIBUTE p_0_x_62 NUMERIC
@ATTRIBUTE p_0_x_63 NUMERIC
@ATTRIBUTE p_0_x_64 NUMERIC
@ATTRIBUTE p_0_x_65 NUMERIC
@ATTRIBUTE p_0_x_66 NUMERIC
@ATTRIBUTE p_0_x_67 NUMERIC
@ATTRIBUTE p_0_x_68 NUMERIC
@ATTRIBUTE p_0_x_69 NUMERIC
@ATTRIBUTE p_0_x_70 NUMERIC
@ATTRIBUTE p_0_x_71 NUMERIC
@ATTRIBUTE p_1_x_1 NUMERIC
@ATTRIBUTE p_1_x_2 NUMERIC
@ATTRIBUTE p_1_x_3 NUMERIC
@ATTRIBUTE p_1_x_4 NUMERIC
@ATTRIBUTE p_1_x_5 NUMERIC
@ATTRIBUTE p_1_x_6 NUMERIC
@ATTRIBUTE p_1_x_7 NUMERIC
@ATTRIBUTE p_1_x_8 NUMERIC
@ATTRIBUTE p_1_x_9 NUMERIC
@ATTRIBUTE p_1_x_10 NUMERIC
@ATTRIBUTE p_1_x_11 NUMERIC
@ATTRIBUTE p_2_x_1 NUMERIC
@ATTRIBUTE p_2_x_2 NUMERIC
@ATTRIBUTE p_2_x_3 NUMERIC
@ATTRIBUTE p_2_x_4 NUMERIC
@ATTRIBUTE p_2_x_5 NUMERIC
@ATTRIBUTE p_2_x_6 NUMERIC
@ATTRIBUTE p_2_x_7 NUMERIC
@ATTRIBUTE p_2_x_8 NUMERIC
@ATTRIBUTE p_2_x_9 NUMERIC
@ATTRIBUTE p_2_x_10 NUMERIC
@ATTRIBUTE p_3_x_1 NUMERIC
@ATTRIBUTE p_3_x_2 NUMERIC
@ATTRIBUTE p_3_x_3 NUMERIC
@ATTRIBUTE p_3_x_4 NUMERIC
@ATTRIBUTE p_3_x_5 NUMERIC
@ATTRIBUTE p_3_x_6 NUMERIC
@ATTRIBUTE p_3_x_7 NUMERIC
@ATTRIBUTE p_3_x_8 NUMERIC
@ATTRIBUTE p_3_x_9 NUMERIC
@ATTRIBUTE p_3_x_10 NUMERIC
@ATTRIBUTE p_3_x_11 NUMERIC
@ATTRIBUTE p_4_x_1 NUMERIC
@ATTRIBUTE p_4_x_2 NUMERIC
@ATTRIBUTE p_5_x_1 NUMERIC
@ATTRIBUTE p_5_x_2 NUMERIC
@ATTRIBUTE p_5_x_3 NUMERIC
@ATTRIBUTE p_5_x_4 NUMERIC
@ATTRIBUTE p_5_x_5 NUMERIC
@ATTRIBUTE p_5_x_6 NUMERIC
@ATTRIBUTE p_5_x_7 NUMERIC
@ATTRIBUTE p_5_x_8 NUMERIC
@ATTRIBUTE p_5_x_9 NUMERIC
@ATTRIBUTE p_5_x_10 NUMERIC
@ATTRIBUTE p_5_x_11 NUMERIC
@DATA
c1,0,0,0,0,0,0.293778,0,0.571312,0,0,0,0.13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293778,0.571312,0,0,0.13491,0,0.13491,0,0,0,0.293778,0,0.571312,0,0,0.135277,0,0,0,0,0,0,0,0,0,0.864723,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.241205,0.376913,0.31092,0,0,0.0709621,0,0,0,0,2.31292e-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376913,0.31092,0,0,0,0.241205,0.0709621,2.31292e-008,0.0903219,0,0,0,0,0.0726862,0.447068,0.389924,0,0,0,0,0.154522,0,0,0,0,0,0,0,0.845478,0.459675,0.540325,0,0,0,0,0,0.396457,0,0,0.331987,0,0.271557
c1,0,0,0,0,0.0858481,0.0798949,0.331558,0.284411,0.0355088,0.0725396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448689,0.30702,0.0304958,2.8153e-008,0.0619702,0,0.151826,0,0,0,0.110239,0.0858481,0.0798949,0.331558,0.284411,0.0355088,0.0725396,0.133042,0.0415903,0.0415903,0.0693172,0.0415903,0,0.00231688,0.103935,0.237757,0.0138634,0.314998,0.418664,0.581336,0.0354664,0.0311598,0.0427487,0.0358605,0.152288,0.253452,0.177927,0.0323504,0.0776262,0,0.161121
c1,0,0,0,0,0.179058,0.000294041,0.186935,0,0.633418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307439,0,0,0.692561,0,0,0,0,0.000294041,0,0.179058,0.000294041,0.186935,0,0.633418,0,0,0,0,0,0,0,0,0.307439,0,0,0.692561,0.870476,0.129524,0,0,0.0057709,0,0,0,0,0.0464412,0,0.0886802,0.859108
c1,0,0,0,0,0,0.222487,0.286213,0.301348,0,0,0.0791606,0,0,0,0,0,0,0.110792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508537,0,0.301393,0.0792039,0.110866,0.0755612,0,0,0,0,0.226243,0.320526,0.377669,0,0,0.0687824,0,0,0,0,0,0,0,0.0211872,0,0.91003,0.536841,0.463159,0,0,0,0,0,0.0792039,0.110866,0,0.508537,0,0.301393
c1,0,0,0,0,0,0.493864,0.400168,0,0,0,0,0.105968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892766,0,0.107234,0,0.106125,0,0,0,0.493917,0.399957,0,0,0,0.107234,0,0,0,0,0,0,0,0,0,0.892766,0.498981,0.501019,0,0,0,0,0.106109,0,0,0,0.399978,0,0.493913
c1,0,0,0,0.0191254,0.0176857,0.262108,0.0904905,0.0690616,0,0.0717678,0.0159409,0.0315852,0.0892455,0.00531363,0,0,0,0.0265682,0.00531363,0.00531363,0,0,0,0,0.0106273,0,0,0,0,0.100959,0,0.00531363,0,0,0.0159409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26126,0.012809,0.0283957,0.0707849,0.0384883,0.194706,0.0577845,0.0758597,0.0736973,0.0653529,0.120861,0.349529,0.0171873,0.0253692,0.0723164,0.0833014,0.0290674,0.0397522,0.331453,0.0120527,0.0399712,0.151687,0.0580637,0.045,0.0226437,0.0641741,0.0129402,0.214837,0.00969874,0.105925,0.126072,0.188958,0.466291,0.533709,0,0.0576103,0,0.01696,0.0372841,0.145834,0.233854,0.111833,0.0745865,0,0.322039
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.64397,0.261303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905505,0,0.094495,0,0.0946934,0,0,0,0.644035,0.261272,0,0,0,0.094495,0,0,0,0,0,0,0,0,0,0.905505,0.652326,0.347674,0,0,0,0,0,0,0,0.0946969,0.261275,0,0.644028
c1,0,0,0,0,0,0,0,0,0,0.333563,0,0,0,0,0,0,0.613136,0,0,0,0,0,0,0,0,0.0533014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333573,0.613127,0.0532998,0,0,0,0,0,0.0532996,0.613126,0,0,0.333574,0.0532922,0,0,0,0,0,0,0,0,0,0.946708,0.677883,0.322117,0,0,0,0.0532998,0,0,0,0,0,0.613127,0.333573
c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0.00200963,0,0.515269,0.0813591,0.037344,0,0.135598,0,0,0,0,0,0,0,0.0542394,0.0271197,0.0271197,0,0,0,0,0,0.0271197,0,0.0657017,0,0,0,0.0271197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204535,0.0340892,0,0.0340892,0,0.102268,0.00187272,0.136357,0.0252817,0.374982,0.0865253,0,0,0,0.147779,0,0.258641,0,0.59358,0,0,0.0308564,0.0308564,0,0,0,0,0.00560367,0,0.0941711,0.0308564,0.807656,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.666667,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0.333333,0,0.333333,0,0,0,0.666667,0,0,0,0,0.279713,0,0,0,0,0,0,0,0,0,0.720287,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.0807175,0.0313901,0.313901,0.134529,0.0313901,0.0762332,0.0627803,0,0,0.174888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169256,0.191142,0,0.0852168,0.0769949,0.0637424,0,0,0.301269,0.112379,0.0762332,0.0627803,0,0.0941704,0.174888,0.0807175,0.0313901,0.313901,0.134529,0.0313901,0.0521848,0,0.204008,0,0,0,0.226621,0,0.314962,0,0.202223,0.547561,0.452439,0,0.0187844,0.0808421,0.204809,0.24826,0.0884071,0.185868,0,0.0919601,0.0200007,0.061069
c1,0,0,0,0,0,0,0,0.692582,0,0,0,0,0.307418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692585,0,0,0,0,0.307415,0,0,0.307415,0,0,0,0,0.692585,0,0,0,0.307415,0,0,0,0,0,0,0,0,0.692585,0.307399,0.692601,0,0.307415,0,0,0,0.692585,0,0,0,0,0
c1,0,0,0,0,0.5625,0.1875,0,0,0.0624997,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225962,0,0.566052,0.0635853,0.106646,0.116681,0,0.12444,0.1875,0,0,0,0.5625,0.1875,0,0,0.0624997,0,0.113632,0,0,0,0,0,0.0537518,0.52065,0.148757,0,0.16321,0.30688,0.69312,0.0592799,0.104076,0.132434,0,0,0,0.0561505,0.64806,0,0,0
c1,0,0,0,0,0,0.0326184,0.00628843,0.595304,0.248381,0,0,0,0,0,0,0,0,0,0.117407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46048e-006,0.615387,0.153848,0.0769124,0,0.153848,0,0,0,0,0,0.266215,0.266215,0.293919,0.17365,0,0,0,0,0,0,2.19153e-010,0.615387,0.153847,0.0384596,0,0.192306,0.418059,0.581941,0,0.048514,0.231427,0.0957509,0,0.50445,0.0482917,0.0246097,0.0469568,0,0
c1,0,0,0,0.166519,0.249951,0.416949,0,0,0,0,0,0,0,0,0.16658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618457,0,0.0825517,0.103423,0,0.166343,0,0,0.420047,0,0.16579,0,0,0,0.166345,0.416367,0.417288,0,0,0,0,0.0621747,0,0,0.103673,0,0.249232,0,0.166528,0,0,0.418393,0.420104,0.579896,0.0622292,0,0.249267,0.0622068,0,0,0.189405,0.166529,0.270363,0,0
c1,0,0,0,0,0.0776654,0.020406,0.168275,0.240509,0.0333831,0.101918,2.97285e-005,0,0.0629102,0.0312302,0.131377,0,0,0,0,0,0,0.0397717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606038,0,0.0556373,0.0460771,0.0107133,0.174948,0.208649,0.01607,0.286366,0.0215488,0.119386,5.85727e-006,0.0444197,0.160107,0.0364847,0.209846,0.0189614,0.156251,0.226681,0.0342776,0.112965,0.220208,0,0.078312,0.0223759,0,0.0894986,0,0.0372963,0.067179,0,0.48513,0.425722,0.574278,0,0.00900885,0,0.135171,0.0901258,0.0180235,0.0991055,0,0.360317,0,0.288248
c1,0,0,0,0,0.0179459,0.117721,0.391541,0.199819,0,0,0.0814479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188767,0.317062,0,0.229536,0.0145839,0.116941,0.13311,0.0760341,0,0,0,0.0667013,0.333454,0.371736,0.152074,0,0,0.0638513,0,0,0,0,0.167939,0,0.0734902,0.403808,0,0.290911,0.479904,0.520096,0,0,0.122339,0,0.219757,0,0.422559,0.00891611,0.215284,0,0.0111451
c1,0,0,0,0,3.19206e-009,0.599991,0.166677,5.58611e-009,0,0.0833397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264368,0,0.237972,0.211495,0.191251,0,0.0949142,0,0,0,0,0.112141,0.418447,0.10187,0.193754,0,0.173788,0,0,0,0,0.13275,0,0.336652,0.11229,0.244969,0,0.173338,0.234428,0.765572,0,0.204564,0,0,0,0,0.159087,0,0.636349,0,0
c1,0,0,0,0,0,0,0,0,0.102349,0.128945,0,0,0.481232,0,0,0.0661901,0,0,0.221283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102349,0,0,0.128945,0.481232,0,0.0661901,0,0.221283,0,0,0,0,0,0.0624998,0,0,0.625,0.3125,0.0038662,0,0,0,0,0,0.60566,0,0.224963,0,0.16551,0.698859,0.301141,0,0,0.0661901,0.128945,0,0,0.102349,0.221283,0,0.481232,0
c1,0,0,0,0,0.130163,0.0650128,0.17243,0.0350357,0,0.459814,0,0,0,0.0603315,0,0,0,0,0,0,0,0,0,0,0,0,0.0772128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177195,0,0,0,0,0.145619,0.128083,0.537117,0.0287509,0.0743566,0.0683536,0,0,0,0.0715806,0.162344,0.076546,0.155215,0.0182909,0,0.516024,0.0955419,0,0,0,0,0.0694804,0.165288,0.0868541,0.235178,0,0.347658,0.485084,0.514916,0,0.0349272,0.0183146,0,0.0760857,0,0.118375,0.113696,0.638602,0,0
c1,0,0,0,0,0.00174378,0.000627762,0.0249424,0.0249424,0.0748273,0.572262,0,0,0.149655,0,0,0.0249424,0,0,0.0498848,0,0,0.0512303,0,0,0,0,0.0249424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893645,0,0,0.406974,0.238305,4.4487e-007,0.075724,0,0.189631,0,0.0510634,0.149196,0,0.00171363,0.028479,0.024866,0.049732,0.12433,0.57062,0.0886138,0,0,0,0,0,0.273089,0.154378,0.0455148,0,0.438405,0.43758,0.56242,0,0,0,0,0.153832,0.538227,0,0.307941,0,0,0
c1,0,0,0,0.31484,0.422913,0,0.0486025,0,0,0,0,0,0,0.213645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314767,0.422812,0.0488129,0,0.213609,0,0,0,0.19329,0.0564757,0,0.750235,0,0,0,0,0,0.163809,0,0,0,0,0,0,0,0.836191,0.840146,0.159854,0,0,0.213609,0,0,0,0,0.422812,0.0488129,0,0.314767
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.0874324,0,0,0.829779,0,0,0,0,0,0,0,0,0,0.082789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889081,0,0.110919,0,0,0,0.0581912,0,0.055761,0,0,0.769665,0.116382,0.0535308,0,0,0,0,0,0,0,0.0719808,0,0.874488,0.874586,0.125414,0,0,0,0,0.082789,0,0,0,0.0874324,0,0.829779
c1,0,0,0,0,0,0.0732365,0.272111,0.582468,0,0.0721846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552745,0.0718055,0.556845,0.316075,0,0,0,0,0,0,0,0.0732365,0.272111,0.582468,0,0.0721846,0,0,0,0,0,0,0,0.058209,0.632624,0,0.309167,0,1,0,0,0,0,0,0,0,0,0.314126,0,0.685874
c1,0,0,0,0,0,0.315086,0,0,0.684914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315086,0.684914,0,0,0,0,0,0,0,0,0.315086,0,0,0.684914,0,0,0,0,0,0,0,0,0,0,0,1,0.517629,0.482371,0,0,0,0,0,0,0.288073,0,0,0,0.711927
c1,0,0,0,0.155382,0.634259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155382,0.634259,0,0,0.210359,0,0,0,0.155382,0.634259,0,0,0,0.210359,0,0,0,0,0,0,0,0.155382,0.634259,0,0,0.210359,0.763107,0.236893,0,0,0.210359,0,0,0,0.155382,0,0,0,0.634259
c1,0,0,0,0,0.178649,0.249633,0.321676,0,0,0,0,0,0,0.250042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178589,0.571404,0,0,0,0.250007,0,0,0,0.250044,0.178652,0.249619,0.321686,0,0,0,0.249968,0,0,0,0,0,0,0,0,0,0.750032,0.0066327,0.993367,0,0,0,0.250043,0,0.178651,0.321685,0,0,0,0.249621
c1,0,0,0,0,0,0,0,0.753886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753886,0,0,0.246114,0,0,0,0.11869,0,0,0,0.88131,0,0,0.11869,0,0,0,0,0,0,0,0,0,0.88131,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2,0,0,0.2,0,0.8,0,0,0,0,0,0.110167,0,0,0,0,0,0,0,0,0,0.889833,1,0,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
